n_mol,T_celsius,V_L
6.964691855978616,28.613933495037948,1.9074058142568124
5.513147690828912,71.94689697855631,2.692425840497844
9.807641983846155,68.48297385848633,2.9237276059374437
3.9211751819415053,34.31780161508694,3.9161988295361665
4.385722446796244,5.967789660956835,2.5921770213217257
7.379954057320357,18.24917304535,1.7018070245899701
5.3155137384183835,53.18275870968661,3.5376038342052842
8.494317940777895,72.44553248606353,3.4440940427103315
7.224433825702215,32.29589138531782,2.4471546224892564
2.282632308789556,29.371404638882936,3.523904495417951
0.9210493994507518,43.37011726795282,2.723451053318575
4.936850976503062,42.5830290295828,2.249044891889861
4.2635130696280825,89.33891631171348,4.7766400728155185
5.018366758843365,62.39529517921112,1.4624735803171829
3.1728548182032092,41.48262119536318,4.465236631533464
2.504553653965067,48.303426426270434,4.94223914244282
5.194851192598094,61.28945257629677,1.482514663961295
8.263408005068332,60.30601284109274,3.1802720258658597
3.427638337743084,30.41207890271841,2.6680888440988064
6.813007657927966,87.5456841795175,3.0416893499120445
6.693137829622723,58.59365525622129,3.4996140083823994
6.746890509878249,84.23424376202573,1.332779953329755
7.636828414433382,24.3666374536874,1.7768918423150835
5.724569574914731,9.571251661238712,4.541307305100558
6.272489720512687,72.34163581899547,1.0645168267800673
5.9443187944504245,55.67851923942887,1.635838576578891
1.530705151247731,69.55295287709109,2.2750657055275054
6.919702955318197,55.438324971777206,2.5558022964925784
9.251324896139861,84.16699969127163,2.429590266732705
0.43591463799040553,30.476807341109748,2.592742727671924
7.049588304513622,99.53584820340174,2.4236594628698382
7.625478137854338,59.31769165622212,3.7668071948007085
1.5112745234808023,39.887629272615655,1.963423590894498
3.4345601404832493,51.31281541990022,3.6664982006562865
1.0590848505681383,13.089495066408075,2.2879224258732322
6.615643366662437,84.6506225270722,3.2130293791868536
8.544524875245047,38.48378112757611,2.267151588473519
3.542646755916785,17.108182920509908,4.316450538007562
3.386708459143266,55.237007529407315,3.314205872435332
5.215330593973323,0.2688064574320692,4.95338167713128
