n_mol,T_celsius,V_L
6.964691855978616,28.613933495037948,1.9074058142568124
5.513147690828912,71.94689697855631,2.692425840497844
9.807641983846155,68.48297385848633,2.9237276059374437
3.9211751819415053,34.31780161508694,3.9161988295361665
4.385722446796244,5.967789660956835,2.5921770213217257
7.379954057320357,18.24917304535,1.7018070245899701
5.3155137384183835,53.18275870968661,3.5376038342052842
8.494317940777895,72.44553248606353,3.4440940427103315
7.224433825702215,32.29589138531782,2.4471546224892564
2.282632308789556,29.371404638882936,3.523904495417951
0.9210493994507518,43.37011726795282,2.723451053318575
4.936850976503062,42.5830290295828,2.249044891889861
4.2635130696280825,89.33891631171348,4.7766400728155185
5.018366758843365,62.39529517921112,1.4624735803171829
3.1728548182032092,41.48262119536318,4.465236631533464
2.504553653965067,48.303426426270434,4.94223914244282
5.194851192598094,61.28945257629677,1.482514663961295
8.263408005068332,60.30601284109274,3.1802720258658597
3.427638337743084,30.41207890271841,2.6680888440988064
6.813007657927966,87.5456841795175,3.0416893499120445
6.693137829622723,58.59365525622129,3.4996140083823994
6.746890509878249,84.23424376202573,1.332779953329755
7.636828414433382,24.3666374536874,1.7768918423150835
5.724569574914731,9.571251661238712,4.541307305100558
6.272489720512687,72.34163581899547,1.0645168267800673
5.9443187944504245,55.67851923942887,1.635838576578891
1.530705151247731,69.55295287709109,2.2750657055275054
6.919702955318197,55.438324971777206,2.5558022964925784
9.251324896139861,84.16699969127163,2.429590266732705
0.43591463799040553,30.476807341109748,2.592742727671924
7.049588304513622,99.53584820340174,2.4236594628698382
7.625478137854338,59.31769165622212,3.7668071948007085
1.5112745234808023,39.887629272615655,1.963423590894498
3.4345601404832493,51.31281541990022,3.6664982006562865
1.0590848505681383,13.089495066408075,2.2879224258732322
6.615643366662437,84.6506225270722,3.2130293791868536
8.544524875245047,38.48378112757611,2.267151588473519
3.542646755916785,17.108182920509908,4.316450538007562
3.386708459143266,55.237007529407315,3.314205872435332
5.215330593973323,0.2688064574320692,4.95338167713128
9.053415756616099,20.76358611963245,2.169957651169699
5.200101530724835,90.19113726606706,4.934523539646893
2.575420641540831,56.43590429247817,4.227874736548717
3.943700539527748,73.1073035844557,1.6442760577168594
6.006985678335899,86.58644583032647,4.934086436814223
0.7936579037801572,42.834727470094926,1.8181714381857108
4.506364905187348,54.7763572628854,1.373306841479283
2.9686077548067944,92.75842401521474,3.2760149257207813
4.574119975236119,75.35259907981145,3.967448607368149
0.4857903284426879,70.86973954427461,4.356973391220334
1.6593788420695388,78.09979379999574,2.1461464669164076
3.064697533295573,66.5261465349683,1.445568686430863
6.6487244880329435,88.78567926762227,3.7852450729416254
4.403278766654091,43.82143843772247,4.060384380957226
5.656420012258828,8.49041631918176,3.3306843514456186
8.148437028934097,33.706638344761,4.7103063183015585
7.507170003431679,57.406382514996444,4.006575955171673
0.7914896073820521,85.93890756806114,4.286016452802231
9.098716596102088,12.863119750938,1.3271203483759408
1.3841557278158978,39.93787101028001,2.6972274443239677
5.622183787309057,12.224354963250505,1.8055980055254834
8.116443482840216,46.79875740567494,4.23175283793444
0.07426378544613033,55.15927259824055,4.727728592306713
5.821754591458701,20.609572744527416,3.8710302491182302
3.7898584969891767,66.83839472594599,1.117278891575085
6.359003593513561,3.2197934937924,3.979122620567064
4.729130022384551,12.17543554730537,3.170543703154024
0.667744432250047,65.33648713530407,4.984345309471301
7.693973370739623,57.377411365882445,1.4105410368431834
6.998340747729147,66.11678673279312,1.1963885224911053
7.922993018445906,51.87165908905052,2.7034707767996764
7.881871736014655,41.156922320883716,2.924105102020614
1.8162884267382462,32.131889950642865,4.3821319862502754
1.8690374892671535,41.72910609033441,4.956138029581197
2.3659981170551934,91.68323329388289,4.673589871222532
0.9129634220320182,46.365272488551604,3.0088653412911484
3.1366895005212747,4.733953723773698,1.9667425489815913
0.9552964155536092,23.824990571241177,4.231164345160624
8.949782878860116,4.32228920796468,2.207787345050876
9.805821985942876,53.95048225537353,3.505237446839425
0.055454084069045395,48.49094434425593,4.953314138489549
3.7518552748279808,9.703815863886122,2.8476350462737936
9.630044659922582,34.18306135650164,4.195690932860053
7.988463312130619,20.824829673893664,2.773470807204847
7.156012751543049,41.051978541392785,1.7640278214816845
9.674943068064184,65.07503664762933,4.461839406091597
0.2524235779964368,26.690581479113472,3.0082844013069714
0.6744863513005173,99.30332610947917,1.9458495847921156
3.7429218234544805,21.401191490834627,1.4217834644218033
2.3247978560423577,30.06101355032047,3.5377690715977566
2.812347814529085,36.22767609765762,1.0237713748941193
3.6571912592736453,53.38859816982946,1.6480633482021236
5.97433108360375,29.315246862717935,3.5282019792069117
0.26196605250843774,88.7593460467775,1.0644745216934957
1.2695803103596137,77.71624615706023,1.1835809288086825
7.1099869359551,97.10461405101289,4.486731732569229
7.101616513206985,95.85097430216668,2.7192533515463277
8.728789143218073,35.59576679736146,4.7190546116153875
1.487776562421036,94.00290149282735,4.330864789132851
8.46054838196464,12.392300992394434,3.385947593366948
